2017-11-08T14-31-58,( - ),( C ),no peaks found,<0, no peaks found,<0
ffb28639-d695-4c32-a3ed-40591b5ddafe,( ++ ),( B ),Streptococcus oralis,2.27,Streptococcus oralis,2.24
c60dd959-233b-492f-8de8-2100167923ef,( ++ ),( A ),Candida albicans,2.02,Candida albicans,2
c9dcd008-4a40-43ab-ae4b-03eb46c3af6a,( ++ ),( A ),Candida albicans,2.14,Candida albicans,1.94
1c241f74-3696-4302-b70a-7554088460b4,( + ),( B ),Ochrobactrum anthropi,1.98,Ochrobactrum anthropi,1.96
d1169e78-b10f-4542-bac3-1213646c315b,( + ),( B ),Ochrobactrum sp[3],1.9,Ochrobactrum anthropi,1.89
6f8d0bd5-1aae-46a0-83ae-6b1d7525bce5,( ++ ),( A ),Streptococcus intermedius,2.02,Streptococcus intermedius,2.01
10ce3f38-4b6c-4683-a251-f401fe96ca54,( +++ ),( B ),Streptococcus oralis,2.34,Streptococcus oralis,2.24
051aae5d-2393-4de8-b8db-129312c80c5f,( + ),( B ),Actinomyces odontolyticus,1.91,Actinomyces odontolyticus,1.83
438175a0-5b39-4875-9f23-da0bf4a1fd01,( +++ ),( B ),Klebsiella variicola,2.41,Klebsiella variicola,2.4
595076ea-9aef-4d6e-bef1-36da102aed63,( - ),( C ),no peaks found,<0, no peaks found,<0
0b995ef8-1bf5-4578-8bb9-6a4d8daf8fa6,( +++ ),( C ),Serratia liquefaciens,2.34,Serratia liquefaciens,2.33
11817cb0-48a5-42e5-b8bc-d165f95180dc,( +++ ),( A ),Proteus mirabilis,2.4,Proteus mirabilis,2.32
124fab98-76b1-46cc-84cd-d4ae42a18ba5,( ++ ),( B ),Enterobacter asburiae,2.21,Enterobacter asburiae,2.21
17e1f978-8ccc-45b7-bc76-88fc3bfd6a50,( ++ ),( A ),Gardnerella vaginalis,2.16,Gardnerella vaginalis,2.11
19b6289c-ee3a-4cd2-983a-74f2a204291a,( ++ ),( A ),Candida glabrata,2.26,Candida glabrata,2.22
36343812-79b8-4412-a5ce-7a83f291d00e,( ++ ),( B ),Enterobacter cloacae,2.29,Enterobacter cloacae,2.2
365ede00-5051-40f9-8010-03389578e9ea,( +++ ),( B ),Klebsiella pneumoniae,2.41,Klebsiella pneumoniae,2.4
43e1d3de-402c-45a5-b9e6-31b365682ee1,( ++ ),( B ),Enterobacter asburiae,2.17,Enterobacter asburiae,2.16
53247cfa-6f5f-4b6b-b6fa-4e6fdffabb02,( +++ ),( A ),Citrobacter koseri,2.39,Citrobacter koseri,2.37
5567c67e-9ce2-46a5-a7b1-cd8a44bc7fb7,( +++ ),( C ),MIX!Lactobacillus iners,2.57,Lactobacillus iners,2.26
5cc1112d-1f1e-4408-a004-030a416d3cad,( +++ ),( B ),Proteus vulgaris,2.46,Proteus vulgaris,2.36
5f961da5-6200-446c-9260-6baa109b5315,( +++ ),( B ),Citrobacter freundii,2.44,Citrobacter freundii,2.3
60d1230a-2c08-4fca-990e-2cd22a3da583,( ++ ),( B ),Streptococcus gallolyticus,2.29,Streptococcus gallolyticus,2.28
65091249-bc43-4993-9c6e-ccefe0fbcc0c,( ++ ),( A ),Lactobacillus crispatus,2.12,Lactobacillus crispatus,1.94
66d57e08-29c7-495c-8019-a7fc42755d3e,( +++ ),( B ),Klebsiella pneumoniae,2.46,Klebsiella pneumoniae,2.41
6ab252ca-b0dd-455b-9f38-c96177c1421c,( ++ ),( A ),Escherichia coli,2.16,Escherichia coli,2.14
6efd0213-b08a-4856-8382-5bb7d4c05d6e,( ++ ),( A ),Lactobacillus crispatus,2.07,Lactobacillus crispatus,1.82
73d86488-3d84-4c47-a1b6-6945bc580a7c,( ++ ),( B ),Actinotignum schaalii,2.25,Actinotignum schaalii,2.15
77562d3e-a8c1-47f6-a59c-b9fa9099f36c,( +++ ),( A ),Enterococcus faecalis,2.35,Enterococcus faecalis,2.27
7cf975f0-4fd5-4059-8cb3-ab31c73377ca,( +++ ),( B ),Actinotignum schaalii,2.34,Actinotignum schaalii,2.09
7db453aa-8175-42e7-a5d8-8c95996235a9,( +++ ),( A ),Morganella morganii,2.54,Morganella morganii,2.47
81c3b47b-a5d3-4bb4-9f33-48805144753c,( ++ ),( C ),Proteus vulgaris,2.2,Escherichia coli,2.18
87b7b465-9f58-4724-bfd0-76ab8b57337b,( ++ ),( A ),Pseudomonas aeruginosa,2.27,Pseudomonas aeruginosa,2.26
8e10aafd-9457-4d82-8c25-f6a55a2000c2,( ++ ),( A ),Novosphingobium subterraneum,2.24,Novosphingobium subterraneum,1.92
8e5abf1c-1eea-4e8f-8429-f946e458b00a,( +++ ),( A ),Escherichia coli,2.43,Escherichia coli,2.37
900c7980-969d-49a3-b94e-78ea4674ab14,( +++ ),( A ),Escherichia coli,2.5,Escherichia coli,2.39
9ac0eb89-81e7-4919-92d5-fce62b16fa78,( +++ ),( A ),Escherichia coli,2.34,Escherichia coli,2.34
a5248977-b666-44e5-8efa-1b7c459e66ea,( +++ ),( A ),MIX!Facklamia hominis,2.72,Facklamia hominis,2.47
a83f957b-2e86-4fce-93e4-2ae6106f5145,( +++ ),( A ),Gardnerella vaginalis,2.53,Gardnerella vaginalis,2.48
ad2794fa-8982-440b-867c-2ff2ac88029e,( ++ ),( A ),Gardnerella vaginalis,2.24,Gardnerella vaginalis,2.14
b5648e05-5fee-495a-868f-fd2835b1bdd9,( +++ ),( A ),Enterococcus faecalis,2.33,Enterococcus faecalis,2.26
c60d5950-6043-4a36-bc33-5764f7e8f2f7,( + ),( B ),Lactobacillus fermentum,1.94,Lactobacillus fermentum,1.93
c94bc31d-69dd-4f7e-86b7-b3732ad1083c,( ++ ),( A ),Candida glabrata,2.19,Candida glabrata,2.11
caa58e1f-d439-47c8-88da-d878176b08b3,( +++ ),( A ),Enterococcus faecium,2.56,Enterococcus faecium,2.37
d3c9047f-2d2f-40f4-9370-e00a11cfdc9c,( ++ ),( B ),Enterobacter asburiae,2.22,Enterobacter asburiae,2.2
e4a29658-abc0-4b91-bd8c-0c7f3c7b6a21,( ++ ),( A ),Lactobacillus jensenii,2.14,Lactobacillus jensenii,2.14
e7594555-eed8-44e1-adf4-81c23f0f4ce6,( +++ ),( A ),Escherichia coli,2.32,Escherichia coli,2.32
e9f02a26-5e6a-49f6-9dc0-a256d8d47bf8,( +++ ),( A ),Haemophilus parainfluenzae,2.43,Haemophilus parainfluenzae,2.39
f3b0cab7-2f63-4345-905b-b1e5150e7a0d,( ++ ),( A ),Pseudomonas aeruginosa,2.23,Pseudomonas aeruginosa,2.23
f8866976-689b-4bad-8d42-13ca44157187,( +++ ),( B ),Lactobacillus gasseri,2.47,Lactobacillus gasseri,2.37
fb5a86ba-a70b-4ca6-bf8a-06a76b1674c7,( +++ ),( B ),Klebsiella pneumoniae,2.36,Klebsiella pneumoniae,2.35
fbcd0f48-3dde-4cb0-aaa8-2651a64d306f,( +++ ),( A ),MIX!Streptococcus constellatus,2.46,Streptococcus constellatus,2.14
087045fe-c229-49c7-9e64-64de090bb540,( +++ ),( B ),Citrobacter freundii,2.33,Citrobacter freundii,2.27
0c2a69ad-f94d-4417-8c98-c6e438118d39,( +++ ),( A ),Actinomyces neuii,2.35,Actinomyces neuii,2.33
0db5f7b3-f2a2-414d-abab-9d862249bf7f,( ++ ),( A ),Candida albicans,2.03,Candida albicans,2.03
12d12547-cfe5-47ef-a696-ae56bfcb8a91,( +++ ),( A ),Bacteroides thetaiotaomicron,2.54,Bacteroides thetaiotaomicron,2.41
595e8673-7b40-4db1-b29c-1430c88d6a77,( - ),( C ),no peaks found,<0, no peaks found,<0
5c45caa0-7c8e-4270-be09-b3fe1f2f7d56,( ++ ),( A ),Bacteroides fragilis,2.18,Bacteroides fragilis,2.17
5fc91585-9415-4441-b724-7a9df8711838,( +++ ),( A ),Actinomyces neuii,2.37,Actinomyces neuii,2.29
63e2aa85-25da-49a8-965a-94025cb741fe,( - ),( C ),no peaks found,<0, no peaks found,<0
727bc473-f228-40b2-a4e7-cc1375bd6708,( +++ ),( A ),Actinomyces neuii,2.34,Actinomyces neuii,2.25
7790fb56-a0d1-4d63-8bbf-574fa526d485,( +++ ),( A ),Actinomyces neuii,2.34,Actinomyces neuii,2.21
7bfd622c-d5a2-4f50-b622-81400d0f666a,( ++ ),( A ),Finegoldia magna,2.17,Finegoldia magna,2.04
7eb27d4a-11a9-49ba-8e18-639984a48081,( ++ ),( A ),Bacteroides fragilis,2.17,Bacteroides fragilis,2.1
7fdaa65f-345b-4fc4-bbb7-5953b2b15192,( ++ ),( B ),Citrobacter freundii,2.24,Citrobacter freundii,2.23
838c7677-0a37-43f7-993f-1501ddb06f17,( ++ ),( A ),Staphylococcus epidermidis,2.24,Staphylococcus epidermidis,1.94
97b17348-68e3-48ce-87c3-2aeec4d13545,( +++ ),( A ),Parabacteroides distasonis,2.46,Parabacteroides distasonis,2.27
b21fe0b5-8bfc-40cd-8056-93da0f245def,( +++ ),( A ),Actinomyces neuii,2.45,Actinomyces neuii,2.23
b446e5ba-97b0-4a83-b036-6d663d1de95f,( ++ ),( A ),Actinomyces neuii,2.27,Actinomyces neuii,2.24
be163cda-d88a-4832-9a34-0255384d8c67,( ++ ),( A ),Enterococcus faecium,2.12,Enterococcus faecium,2.12
c291a31a-d512-4bc1-b105-3aabdc080b36,( ++ ),( A ),Finegoldia magna,2.21,Finegoldia magna,2.04
c9579734-c122-42d3-b531-76df0532eefb,( +++ ),( B ),Citrobacter freundii,2.32,Citrobacter freundii,2.29
e349b848-e00d-46eb-9ba9-4afab81a3447,( - ),( C ),no peaks found,<0, no peaks found,<0
28b68ffe-7e69-4f3c-914a-e917fbb7898a,( + ),( B ),Staphylococcus epidermidis,1.86,Staphylococcus epidermidis,1.79
3a454187-e9fa-4e8b-8e53-e34a13c52066,( +++ ),( A ),Escherichia coli,2.39,Escherichia coli,2.37
3ba93334-b936-470a-8a84-42a45498a532,( +++ ),( A ),Escherichia coli,2.43,Escherichia coli,2.34
5d49d8dd-7367-4e5e-8a37-802dc3ef405e,( +++ ),( A ),Escherichia coli,2.37,Escherichia coli,2.37
5f79bd57-ccaa-43e4-9950-e2885daeaee3,( + ),( B ),Staphylococcus epidermidis,1.79,Staphylococcus epidermidis,1.79
90aaf23e-a8f8-458f-9c8c-edd21e27fed0,( - ),( C ),no peaks found,<0, no peaks found,<0
9f98945d-e3ef-4966-892f-4f5eabb4c1b0,( +++ ),( A ),Escherichia coli,2.42,Escherichia coli,2.35
d636f35f-123e-4b4b-937b-4aa68df047c1,( - ),( C ),not reliable identification,1.31,not reliable identification,1.3
1ff6aa66-9101-4bd4-9442-949c33410084,( ++ ),( A ),Streptococcus anginosus,2.05,Streptococcus anginosus,2.01
b7ff630b-544a-4ff5-be42-453680822320,( - ),( C ),not reliable identification,1.27,not reliable identification,1.24
bfae33d9-f923-4557-944c-12e797ea74d5,( - ),( C ),not reliable identification,1.59,not reliable identification,1.55
c61b3066-594e-4da5-b75f-f29dfc5bb1e9,( + ),( B ),Lactobacillus iners,1.9,not reliable identification,1.51
05efb9c6-845c-4740-8785-c17045a847e3,( ++ ),( A ),Neisseria subflava,2.16,Neisseria subflava,2.15
162da6f2-ac02-4389-8f05-0b3e472af6e5,( ++ ),( B ),Neisseria subflava,2.21,Neisseria subflava,2.17
3caf3b68-7fd6-45f5-b043-f66f84a46363,( ++ ),( A ),Stenotrophomonas maltophilia,2.22,Stenotrophomonas maltophilia,2.15
4b371d69-f73c-4474-8035-61f127383092,( ++ ),( A ),Streptococcus pneumoniae,2.23,Streptococcus pneumoniae,2.23
76e666eb-1ea4-4ce8-afea-9e208a76aa50,( +++ ),( B ),Candida albicans,2.3,Candida albicans,2.14
8ad7bde1-e01d-4b48-9af7-f92d1c9f2119,( ++ ),( B ),Candida albicans,2.15,Candida albicans,2.07
01d97628-a955-4000-af1e-56ac901c14c5,( +++ ),( B ),MIX!Neisseria macacae,2.36,Neisseria macacae,2.29
086575e8-5907-4d89-8fcc-ce38ed8ba35f,( +++ ),( A ),MIX!Neisseria subflava,2.49,Neisseria subflava,2.33
0f010f3c-31ad-4264-a271-64c911f35438,( ++ ),( A ),Staphylococcus epidermidis,2.28,Staphylococcus epidermidis,2.18
10610b6e-1af6-4234-a97b-159aa2707866,( ++ ),( A ),Stenotrophomonas maltophilia,2.07,Stenotrophomonas maltophilia,1.87
158243ee-a038-4c57-bc7a-344c557c867a,( +++ ),( A ),Haemophilus haemolyticus,2.41,Haemophilus haemolyticus,2.39
26445b7f-6908-4af4-b084-3d1bbe68288d,( ++ ),( A ),Staphylococcus pettenkoferi,2.01,not reliable identification,1.65
29d6f228-16c0-4ba2-b0dd-2e2a41918120,( +++ ),( A ),Escherichia coli,2.32,Escherichia coli,2.2
2cf89a65-5a6e-470d-8fd9-9e5d8fa0169f,( - ),( C ),not reliable identification,1.35,not reliable identification,1.24
37235042-8248-43d8-be0f-b4a7f0272d08,( ++ ),( C ),Klebsiella oxytoca,2.19,Klebsiella oxytoca,2.16
3a91dade-b50c-412d-935a-ba9f6af87427,( ++ ),( A ),Chryseobacterium indologenes,2.16,Chryseobacterium indologenes,2.11
424cae7c-d204-4612-b3e2-b27a659c223c,( ++ ),( B ),Candida albicans,2.27,Candida albicans,2.18
5d15d5e6-f54a-4535-85b6-c195af57f8cd,( ++ ),( A ),Klebsiella pneumoniae,2.2,Klebsiella pneumoniae,2.09
5f9106a2-dd1a-4227-b414-9c17978ad101,( ++ ),( B ),Candida albicans,2.16,Candida albicans,2.14
66fc0eba-ce26-4a97-9066-bc9ff4e715f7,( + ),( B ),Candida dubliniensis,1.78,not reliable identification,1.6
6a463b13-69d7-431d-b5cc-df65846af312,( +++ ),( A ),Candida glabrata,2.36,Candida glabrata,2.19
73a2cd28-093b-4af0-b186-a97ddd65c8c5,( +++ ),( A ),Staphylococcus aureus,2.34,Staphylococcus aureus,2.32
7485857a-46e3-476a-8aae-c776e1f592d3,( ++ ),( A ),Rothia mucilaginosa,2.08,Rothia mucilaginosa,2.06
780d4ff6-a8a1-414b-bd44-097e06a8dfd3,( - ),( C ),not reliable identification,1.33,not reliable identification,1.31
79097649-aa4a-48aa-8161-7f38f3cab6d3,( +++ ),( A ),Pseudomonas aeruginosa,2.38,Pseudomonas aeruginosa,2.36
8cf6b0e9-f427-4716-9ed0-d0448fc67e5c,( - ),( C ),not reliable identification,1.37,not reliable identification,1.27
96b17fc3-60ec-486b-aaa9-c0a58a873d23,( ++ ),( A ),Staphylococcus aureus,2.27,Staphylococcus aureus,2.26
9b7d0413-6511-4743-b17e-cb08f056e129,( - ),( C ),not reliable identification,1.68,not reliable identification,1.63
a34222ff-59ad-4c00-8da4-d29dc3c81b2d,( - ),( C ),not reliable identification,1.39,not reliable identification,1.38
a804939f-ab6b-467d-97d3-84b742f6fd2b,( +++ ),( A ),Escherichia coli,2.44,Escherichia coli,2.39
a9dc43ea-2b16-4948-b574-d02b8012c75e,( ++ ),( A ),Staphylococcus hominis,2.27,Staphylococcus hominis,2.2
ac22bc17-71cf-4573-91d7-1e1338e21613,( +++ ),( A ),Streptococcus anginosus,2.3,Streptococcus anginosus,2.25
acc4af9b-c6bb-45cf-8408-3f9bde2528b4,( ++ ),( A ),Escherichia coli,2.22,Escherichia coli,2.15
ae61a1c1-6151-43dd-873d-7207c16b5702,( ++ ),( C ),Klebsiella pneumoniae,2.26,Klebsiella pneumoniae,2.23
bc6dbcee-1a38-4561-b246-2d0d873ccd08,( +++ ),( A ),Enterococcus faecalis,2.49,Enterococcus faecalis,2.35
ce8a59c2-4be3-40f0-aa76-c17b352ea288,( ++ ),( A ),Pseudomonas aeruginosa,2.26,Pseudomonas aeruginosa,2.1
d7737c0e-8885-4ce4-bc2c-74051cbc3d9d,( ++ ),( A ),Candida albicans,2.12,Candida albicans_(africana),1.95
dc0ae273-0405-4a87-b36e-834ec59eade7,( +++ ),( A ),MIX!Neisseria macacae,2.36,Neisseria macacae,2.31
e1d03e37-f515-49e2-bb5e-f6af5fbe1f81,( ++ ),( A ),Candida dubliniensis,2.15,Candida dubliniensis,2.07
e948a15c-17bc-42da-a159-6b06031c5fd6,( ++ ),( A ),Candida albicans,2.11,Candida albicans,2.07
ea5b5b50-7bf4-41e7-879c-e14c3e821c5f,( ++ ),( A ),Capnocytophaga gingivalis,2.24,Capnocytophaga gingivalis,2.13
fb92c63f-1f20-4b42-a144-ab604653843d,( ++ ),( A ),Pseudomonas aeruginosa,2.22,Pseudomonas aeruginosa,2.03
20722e06-8322-492f-8d5c-107bbe64e0e8,( +++ ),( A ),Enterococcus faecium,2.53,Enterococcus faecium,2.4
2af8dbae-a833-47ed-a83b-e87d5f5cc824,( +++ ),( A ),Enterococcus faecium,2.62,Enterococcus faecium,2.46
2e67043b-a5d9-4961-98e1-9d68c690f332,( ++ ),( A ),Candida tropicalis,2.2,Candida tropicalis,2.17
338f7a6d-19e9-4c93-8b6f-327b426e7712,( +++ ),( A ),Enterococcus faecium,2.44,Enterococcus faecium,2.42
41aa8583-3aef-4fde-bab9-521566b84cd7,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.13
4a48ccba-3b64-4875-bdb4-e313d7d14629,( + ),( B ),Candida glabrata,1.71,not reliable identification,1.64
53c9584b-c394-43d2-a28b-ffc79e80cc79,( +++ ),( A ),Enterococcus faecium,2.6,Enterococcus faecium,2.55
91fd6b10-bdf4-4188-87ff-008766fd565a,( ++ ),( A ),Staphylococcus epidermidis,2.23,Staphylococcus epidermidis,2.09
a08c9dff-dbdf-49c8-a622-5703c3b2af02,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.13
ad68957f-9f9e-4573-9751-783b00d700f1,( +++ ),( A ),Enterococcus faecium,2.59,Enterococcus faecium,2.44
caa1929a-f2b2-4395-975d-87501011ce7d,( +++ ),( A ),Enterococcus faecium,2.58,Enterococcus faecium,2.47
e88ec3fe-ad91-495c-81d3-6d92907509a9,( ++ ),( A ),Staphylococcus epidermidis,2.2,Staphylococcus epidermidis,2.13
f777bf16-a81d-4e2f-a7a7-3d99936a4980,( - ),( C ),not reliable identification,1.35,not reliable identification,1.3
79e81e74-b9ec-4a7e-afd7-1d979e24a7d8,( +++ ),( A ),Enterobacter cloacae,2.36,Enterobacter cloacae,2.32
59f1370a-cd4b-4df9-952e-8ef2e84c2c40,( ++ ),( A ),Staphylococcus epidermidis,2.14,Staphylococcus epidermidis,1.97
62088019-440e-4200-bea3-9852630a38c3,( +++ ),( A ),Proteus mirabilis,2.45,Proteus mirabilis,2.44
7e64c880-b000-4d4d-a12b-e41d3b169479,( +++ ),( A ),Proteus mirabilis,2.52,Proteus mirabilis,2.43
2e6168b8-3a7e-491a-9d5f-a473851d1316,( +++ ),( A ),Staphylococcus aureus,2.49,Staphylococcus aureus,2.45
3bc244a4-5e4d-40c4-977b-e8d658a4e14a,( ++ ),( A ),Staphylococcus epidermidis,2.21,Staphylococcus epidermidis,2.14
42865e84-b8c0-45bf-9080-593fa0d62c84,( ++ ),( A ),Staphylococcus epidermidis,2.26,Staphylococcus epidermidis,2.24
484e6b84-3858-4bcd-a06f-c262066e7d31,( + ),( B ),Bifidobacterium breve,1.96,Bifidobacterium breve,1.93
495ddd01-3e4d-4c61-8020-5e40cd846e6b,( + ),( B ),Bifidobacterium breve,1.9,Bifidobacterium breve,1.79
6c63ede7-ab42-4851-b0ae-a4b8c4bc1e05,( +++ ),( A ),Staphylococcus aureus,2.42,Staphylococcus aureus,2.39
729920cd-9f87-4277-8344-e3a91ea7d9ec,( ++ ),( B ),Actinotignum schaalii,2.1,Actinotignum schaalii,2.04
8f37dbbc-2415-45c0-a15e-8f291150bfe9,( +++ ),( A ),Gardnerella vaginalis,2.46,Gardnerella vaginalis,2.41
8fa064ed-2b22-464e-826b-aea99723f48e,( +++ ),( A ),Gardnerella vaginalis,2.45,Gardnerella vaginalis,2.38
b1b32c76-8a73-44a5-9468-b0bdd88b1090,( +++ ),( A ),Staphylococcus aureus,2.53,Staphylococcus aureus,2.5
bc764ee9-5e61-4c4c-a276-fa8e92ad0700,( +++ ),( A ),Streptococcus agalactiae,2.37,Streptococcus agalactiae,2.32
dc81eb43-747d-439b-a638-d6e8caa5c4ed,( +++ ),( A ),Escherichia coli,2.38,Escherichia coli,2.37
dd2d4d27-1d95-47a9-afe0-2e0b06de99ab,( +++ ),( A ),Streptococcus agalactiae,2.41,Streptococcus agalactiae,2.35
e0bc6d86-198c-47cf-8cb4-b40fcfd3ad5f,( +++ ),( A ),Escherichia coli,2.5,Escherichia coli,2.38
ee6144ab-bff1-4058-94bd-8f300ed68ad2,( +++ ),( A ),Staphylococcus hominis,2.4,Staphylococcus hominis,2.35
f16f6d7b-3be7-4746-8e47-97e6f313a451,( +++ ),( A ),Escherichia coli,2.33,Escherichia coli,2.31
f1966549-2225-4743-9a4c-06e23ca0c566,( ++ ),( A ),Gardnerella vaginalis,2.24,Gardnerella vaginalis,2.21
163e9431-672f-4a14-be32-f04dec3acc2d,( +++ ),( A ),Enterococcus faecium,2.49,Enterococcus faecium,2.27
17924c84-5513-4610-b721-9bb84a5e7750,( ++ ),( B ),Enterobacter kobei,2.18,Enterobacter asburiae,2.16
2236d472-8e96-4099-bd32-a40f4d57181d,( +++ ),( A ),Pseudomonas aeruginosa,2.4,Pseudomonas aeruginosa,2.28
28bf0767-ebf8-4f43-b9ff-7e2660055333,( ++ ),( A ),Proteus mirabilis,2.23,Proteus mirabilis,2.12
2a8f686c-35c8-4936-8c4a-895179ef6a63,( +++ ),( A ),Escherichia coli,2.49,Escherichia coli,2.48
3afddf2f-a416-496c-9d14-92dd744abafd,( +++ ),( A ),Klebsiella pneumoniae,2.38,Klebsiella pneumoniae,2.29
3c65ff32-8391-4c3f-88cc-4c38c6ed63f8,( +++ ),( B ),Klebsiella variicola,2.52,Klebsiella variicola,2.42
4caee9b1-b1ea-4a71-b4a8-3dc69d9a853f,( - ),( C ),no peaks found,<0, no peaks found,<0
4ff40a6f-8fbe-4d61-93eb-7bbd19242a72,( +++ ),( A ),Escherichia coli,2.41,Escherichia coli,2.41
5457ca64-4249-4f68-a83b-95ccf579b221,( + ),( B ),Candida albicans,1.73,Candida albicans,1.72
5528cd46-b322-465c-a5de-7d03f9d3e0a7,( +++ ),( A ),Streptococcus anginosus,2.41,Streptococcus anginosus,2.31
75b28ccd-aac4-4832-b34d-363d7f298392,( +++ ),( A ),Escherichia coli,2.45,Escherichia coli,2.41
7cb5cc0c-b06a-4fbd-8738-d8bd5b9a0cfa,( +++ ),( A ),Proteus mirabilis,2.42,Proteus mirabilis,2.38
834481dc-50df-46ae-903a-1e77e7d7daa5,( + ),( B ),Actinotignum schaalii,1.88,Actinotignum schaalii,1.86
89845458-648f-4cd7-8880-7d70c6b75645,( - ),( C ),no peaks found,<0, no peaks found,<0
8c80b018-05ec-45cd-a623-e8a34bbe1578,( +++ ),( A ),Corynebacterium glucuronolyticum,2.46,Corynebacterium glucuronolyticum,2.44
8d54fc8d-0543-42da-a430-c56d9aafe9a1,( ++ ),( A ),Streptococcus agalactiae,2.12,Streptococcus agalactiae,2.08
8deca76b-01fb-4cbb-90a2-5bbf44e18446,( ++ ),( A ),Actinotignum sanguinis,2.05,Actinotignum schaalii,1.92
9cb733e2-d681-422c-9013-043c56ef5c03,( ++ ),( C ),Enterobacter aerogenes,2.24,Enterobacter aerogenes,2.21
aab8e4a3-2864-481d-b703-2dbd32ab6f79,( +++ ),( A ),Enterococcus faecalis,2.56,Enterococcus faecalis,2.47
b2012054-fb75-452f-8535-8d065054c9b1,( ++ ),( A ),Enterococcus faecalis,2.21,Enterococcus faecalis,2.19
b7834db2-4df7-4444-a283-45b246c4c829,( +++ ),( A ),Escherichia coli,2.56,Escherichia coli,2.45
bcc77258-62a7-49ce-a4f9-9319fe20c139,( ++ ),( B ),Enterobacter cloacae,2.16,Enterobacter cloacae,2.13
c1faad4c-3f16-457f-944c-63e991b15dca,( +++ ),( A ),Enterococcus faecalis,2.4,Enterococcus faecalis,2.34
c5a75381-6f00-481f-9780-b105eac7f6f4,( +++ ),( A ),Escherichia coli,2.34,Escherichia coli,2.31
cc0dd4be-8d96-4849-a3fc-e92605fc4d87,( +++ ),( B ),Klebsiella pneumoniae,2.36,Klebsiella pneumoniae,2.3
d0908fae-2825-4ddf-b5a7-deb87a7a2cb2,( +++ ),( B ),Enterobacter cloacae,2.33,Enterobacter cloacae,2.31
d1f483a9-2153-438d-9e70-9200512bb2ea,( ++ ),( A ),Enterococcus faecalis,2.28,Enterococcus faecalis,2.28
d7510324-f7ad-4672-9f11-282e0162b61e,( +++ ),( A ),Gemella haemolysans,2.34,Gemella haemolysans,2.31
dc2eadad-6bea-4c47-9c35-2c906fd87421,( + ),( B ),Candida albicans,1.95,Candida albicans,1.9
e3fda305-9763-4a14-9050-e59cc745f4dd,( +++ ),( A ),Escherichia coli,2.46,Escherichia coli,2.42
f4ed5fc7-bbd6-4308-b8af-a5835896b6d4,( ++ ),( B ),Actinotignum sanguinis,2,Actinotignum schaalii,2
fd20c767-9dbc-4e2d-88e3-afb911d5a874,( +++ ),( A ),Enterococcus faecium,2.54,Enterococcus faecium,2.29
fe8c749b-1101-4066-929a-53e107643a2d,( ++ ),( A ),Lactobacillus gasseri,2.26,Lactobacillus gasseri,2.26
13ff828b-1043-4d0d-b5be-7272a2dabb55,( ++ ),( B ),Streptococcus canis,2.29,Streptococcus dysgalactiae,2.25
5c1363d4-bb4c-43fc-a56e-56583e993ffe,( ++ ),( A ),Staphylococcus epidermidis,2.16,Staphylococcus epidermidis,2.14
61ae9ee7-eec0-4f9e-a987-fd6a66cd6dfe,( +++ ),( A ),Staphylococcus aureus,2.42,Staphylococcus aureus,2.4
672c2fa8-6802-4f96-a5e6-1e8845cf269f,( +++ ),( A ),Staphylococcus aureus,2.5,Staphylococcus aureus,2.47
6bee0711-6f41-4161-a367-4ac7b31fe8e5,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.04
7e6891fb-8410-4bbf-9198-fb7d94f8bb80,( +++ ),( B ),Streptococcus canis,2.36,Streptococcus dysgalactiae,2.3
a037d8eb-ab43-46ff-a178-6fdea08dd9c2,( + ),( B ),Staphylococcus epidermidis,1.98,Staphylococcus epidermidis,1.9
07e75bf1-4e5c-4827-a3e2-386742771f8b,( +++ ),( A ),Enterococcus faecalis,2.55,Enterococcus faecalis,2.51
0f3d1891-e61b-4420-aac4-d599340080d6,( +++ ),( A ),Candida glabrata,2.3,Candida glabrata,2.14
18904222-06c8-4452-8851-81f706da94e3,( +++ ),( A ),Streptococcus agalactiae,2.51,Streptococcus agalactiae,2.46
1f10b62e-e652-457f-afdb-a614982a8b84,( +++ ),( A ),Enterococcus faecalis,2.45,Enterococcus faecalis,2.36
1f32b190-225e-4db3-bce4-e63f0c67644d,( +++ ),( A ),Escherichia coli,2.33,Escherichia coli,2.24
2123431f-4a38-4cf6-9e4b-767d72969e95,( ++ ),( A ),Serratia marcescens,2.21,Serratia marcescens,2.11
305b186f-19f1-4d5a-a7d9-237c737eecce,( - ),( C ),no peaks found,<0, no peaks found,<0
31579c94-ead7-4937-ae52-b58e4a83b596,( ++ ),( A ),Lactobacillus jensenii,2.17,Lactobacillus jensenii,2.15
316cfd6a-cdb1-4278-b179-8d1c4e4c224b,( +++ ),( C ),Enterobacter aerogenes,2.47,Enterobacter aerogenes,2.42
33604948-13e3-4f6e-9766-e8f451e93e51,( +++ ),( A ),Bifidobacterium scardovii,2.49,Bifidobacterium scardovii,2.32
35166189-2908-458b-b130-daa499988f5b,( +++ ),( A ),Escherichia coli,2.56,Escherichia coli,2.55
