3cfdbdc6-cc33-4190-b283-a33892ac5a34;( +++ );( A );Alloscardovia omnicolens;2.44;Alloscardovia omnicolens;2.43;
f84044d3-b573-4dab-91d5-50e6fe89acba;( ++ );( A );Finegoldia magna;2.23;Finegoldia magna;2.14;
1606bebc-4b4b-424d-a236-b09beb92448c;( +++ );( C );MIX!Enterococcus faecium;2.47;Enterococcus faecium;2.46;
1c796bd4-e6d8-49a0-b2c4-ad176ac3c12e;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.3;
38b3692b-b51c-4a10-81ec-a605ce4518f0;( +++ );( A );MIX!Enterococcus faecium;2.51;Enterococcus faecium;2.47;
394e56f8-da71-4b01-8a32-2f7c7d3207db;( +++ );( A );MIX!Bacillus cereus;2.42;Bacillus cereus;2.37;
5330477c-d45b-469c-a658-733def4389f4;( +++ );( A );Escherichia coli;2.36;Escherichia coli;2.34;
e2e3cf3f-4cda-457e-a8a5-d47450993b96;( ++ );( A );Staphylococcus capitis;2.03;Staphylococcus capitis;1.95;
e54cec8e-016c-4b37-b2e9-c8cdd05fa606;( ++ );( A );Staphylococcus capitis;2.05;Staphylococcus capitis;2.03;
f8107ce3-7577-4de7-85ca-5e185fd7204b;( +++ );( A );MIX!Bacillus cereus;2.41;Bacillus cereus;2.31;
0071f924-817e-412a-b998-413478e9a7d6;( +++ );( A );Enterococcus faecalis;2.3;Enterococcus faecalis;2.29;
086affe1-36b9-4371-b804-75fe9d43984a;( ++ );( A );Streptococcus oralis;2.18;Streptococcus oralis;2.17;
0aedd97c-37b8-480c-b3da-5783705e5bc1;( +++ );( C );Klebsiella oxytoca;2.38;Raoultella ornithinolytica;2.27;
16bb154b-0910-426b-8f6d-bc389285a08f;( ++ );( A );Streptococcus oralis;2.16;Streptococcus oralis;2.15;
16d26744-3f18-4d02-a43d-b978e220a6ac;( +++ );( B );Enterobacter cloacae;2.43;Enterobacter cloacae;2.23;
1bb83dd0-3aab-425c-aa76-f51d945a2999;( +++ );( B );Streptococcus mitis;2.3;Streptococcus mitis;2.29;
20f0c3ae-1daa-42bd-b510-091f59e77651;( +++ );( A );Corynebacterium striatum;2.35;Corynebacterium striatum;2.35;
2aee3c20-a5d6-4034-b768-97b0748886aa;( +++ );( A );Pseudomonas aeruginosa;2.3;Pseudomonas aeruginosa;2.28;
2cbb95b7-1bd5-4dd7-ab25-70ce767eb20b;( +++ );( A );Morganella morganii;2.5;Morganella morganii;2.49;
2db19180-e52d-4b74-ba4b-822ff0bf94ea;( +++ );( A );Acinetobacter pittii;2.32;Acinetobacter pittii;2.3;
3273166b-a6d5-4169-9271-dbf8ef35f309;( +++ );( A );Morganella morganii;2.61;Morganella morganii;2.6;
3bce6692-6c3f-499c-84fb-2ed00264e04f;( +++ );( A );Enterococcus faecium;2.55;Enterococcus faecium;2.42;
4e06a2a3-ae16-42ec-bc91-208c16dc71eb;( ++ );( A );Staphylococcus epidermidis;2.06;Staphylococcus epidermidis;2;
58d82f51-88a6-49af-b5e9-1ca852ccaf79;( ++ );( A );MIX!Streptococcus pneumoniae;2.15;Streptococcus pneumoniae;2.13;
5c2bb024-bc61-41c6-b40c-280f7ba1af56;( ++ );( A );Staphylococcus haemolyticus;2.08;Staphylococcus haemolyticus;2;
60c60629-46b3-4274-8f1f-d3928c82dca0;( +++ );( A );Enterococcus faecium;2.45;Enterococcus faecium;2.35;
6af2f2f0-1004-4fb0-9278-89f0963fa177;( +++ );( A );Staphylococcus aureus;2.4;Staphylococcus aureus;2.34;
72cf0cb5-0f10-400f-ad8c-020f29c8ec69;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.16;
75832e50-a763-4b19-8cb1-57464828e47b;( ++ );( A );Pseudomonas aeruginosa;2.18;Pseudomonas aeruginosa;2.16;
7a225da5-d2ee-4865-a94a-63ae0e57a575;( +++ );( B );Proteus vulgaris;2.6;Proteus vulgaris;2.49;
870e1a93-106a-4900-9047-13bef2b8ff42;( + );( B );Acinetobacter ursingii;1.82;not reliable identification;1.51;
8ba5c278-064c-4341-a121-281c6cfd32d2;( ++ );( A );Staphylococcus epidermidis;2.08;Staphylococcus epidermidis;1.96;
9330d0f6-47ae-4970-b3f2-8cca5112d0a2;( ++ );( A );Pseudomonas aeruginosa;2.28;Pseudomonas aeruginosa;2.19;
abc2f7f3-7194-42e0-b30e-160e44b06cef;( ++ );( A );Acinetobacter ursingii;2.28;Acinetobacter ursingii;2.21;
d9c8d7ef-d594-43ba-a443-82ef54784448;( +++ );( A );Pseudomonas aeruginosa;2.31;Pseudomonas aeruginosa;2.3;
da9eec9f-0b73-483f-973a-cf2fbd4a8604;( - );( C );no peaks found;< 0;no peaks found;< 0;
dfcbea2f-2cd4-4efc-abf6-97302ea5ec7c;( ++ );( A );Corynebacterium amycolatum;2.23;Corynebacterium amycolatum;2.23;
e1b4e17d-9c82-45d4-92ec-7bc459d70ad6;( +++ );( C );Klebsiella oxytoca;2.42;Klebsiella oxytoca;2.38;
e8e5eed0-e2f2-4b24-890d-396b0ee5d6b1;( +++ );( A );Morganella morganii;2.55;Morganella morganii;2.54;
f5ad0b31-84d7-4baa-b93e-11705608a41a;( +++ );( C );Enterobacter aerogenes;2.43;Enterobacter aerogenes;2.37;
f64d2066-147a-45f4-a858-eb2b6b33bbe8;( +++ );( A );Proteus mirabilis;2.39;Proteus mirabilis;2.28;
95cb2b7f-ca57-4533-80c2-6fc180941aa7;( +++ );( A );MIX!Stenotrophomonas maltophilia;2.42;Stenotrophomonas maltophilia;2.18;
27c93258-ed14-49b8-a75d-35a8041e3ebd;( ++ );( A );Staphylococcus caprae;2.16;Staphylococcus caprae;2.14;
3ce88b1f-998b-4265-9fb8-b9b4063c09a3;( ++ );( A );MIX!Streptococcus mitis;2.28;Streptococcus mitis;1.76;
409bf3a3-7526-489c-b699-df0d37d8f246;( + );( B );Candida dubliniensis;1.73;not reliable identification;1.68;
40d81ba5-91d5-4753-8f95-49be585d34e7;( + );( B );Staphylococcus cohnii;1.99;Staphylococcus cohnii;1.75;
4d00c074-b8c9-4e1f-9e44-71bcc14f8d8e;( + );( B );Staphylococcus caprae;1.98;Staphylococcus caprae;1.95;
6b5e0d60-0f6e-486b-9926-c979d5c2857e;( +++ );( A );Haemophilus parainfluenzae;2.39;Haemophilus parainfluenzae;2.32;
6cff1c31-7fa0-491e-ad5a-2fcc9028974f;( +++ );( A );Enterococcus faecium;2.48;Enterococcus faecium;2.26;
7021038b-d96a-44b7-87ba-a8829167189d;( +++ );( B );MIX!Enterobacter cloacae;2.45;Enterobacter cloacae;2.29;
8c4421e9-abe7-4808-8661-b46047ac9668;( ++ );( A );Streptococcus oralis;2.19;Streptococcus oralis;2.17;
951920c8-fce0-4d80-b873-fd216b40f163;( ++ );( A );Staphylococcus caprae;2.07;Staphylococcus caprae;2.01;
b558cbba-55fe-4096-aba3-21eed5cd9981;( ++ );( A );Staphylococcus epidermidis;2.02;Staphylococcus epidermidis;2;
b8105aec-c61b-44e4-8385-f37ea5c1141d;( ++ );( A );Staphylococcus epidermidis;2.27;Staphylococcus epidermidis;2.14;
d291a5d9-8abe-444f-9c0c-d367ac19b496;( ++ );( A );Candida dubliniensis;2.16;Candida dubliniensis;1.89;
d54d7614-9651-4e54-a0b1-6fdddfd39ee7;( +++ );( A );Staphylococcus hominis;2.43;Staphylococcus hominis;2.34;
2ed09c4e-25fc-44df-acdd-88ec96db5e94;( - );( C );not reliable identification;1.15;not reliable identification;1.1;
415c24ef-99f4-417c-bf5c-730f4f4b9cf8;( - );( C );not reliable identification;1.32;not reliable identification;1.21;
4d91747d-2156-40d8-9e9b-8a130b1afb41;( - );( C );not reliable identification;1.24;not reliable identification;1.23;
6cb24561-7cf2-41bb-a826-f800e69f53c8;( - );( C );not reliable identification;1.3;not reliable identification;1.21;
0992b5d3-be9f-4def-8a37-d745b8038b8f;( +++ );( A );Pseudomonas aeruginosa;2.31;Pseudomonas aeruginosa;2.27;
31eda83b-5dae-43be-a5e1-27977a5866d5;( +++ );( A );Corynebacterium amycolatum;2.31;Corynebacterium amycolatum;2.24;
44b74c60-efa4-4055-a011-306e91d6384b;( ++ );( A );Pseudomonas aeruginosa;2.28;Pseudomonas aeruginosa;2.22;
5fed6eee-6aae-4eb2-a62b-1024adcfc066;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.3;
6c0f484f-7428-4757-a222-ab6f73ba5365;( ++ );( B );Neisseria subflava;2.24;Neisseria subflava;2.18;
dcb3b853-d814-46ef-b32f-ab3ceda6382f;( + );( B );Haemophilus parainfluenzae;1.7;not reliable identification;1.69;
01396e79-7d3f-45f7-905a-fb7e5b4fe606;( ++ );( A );Lactobacillus delbrueckii;2.1;Lactobacillus delbrueckii;2.04;
080d4649-5014-43d4-8b6a-03d44605dc71;( ++ );( A );Corynebacterium amycolatum;2.16;Corynebacterium amycolatum;2.08;
0e9d3883-e308-4735-aaf0-8a5c2794d139;( ++ );( A );Lactobacillus delbrueckii;2.2;Lactobacillus delbrueckii;2.16;
13ae7cce-244f-484a-82b8-43882c4eafa5;( +++ );( A );Staphylococcus aureus;2.43;Staphylococcus aureus;2.4;
25f291de-7e2f-40d2-ab1e-4e11d0d432e0;( ++ );( A );Enterobacter cloacae;2.29;Enterobacter cloacae;2.24;
30f92006-ab5b-4381-8c9f-4d2c8d7e96b7;( ++ );( A );Gardnerella vaginalis;2.23;Gardnerella vaginalis;2.13;
363b4db7-1427-45fa-9a07-b5f2b748cf35;( + );( B );Staphylococcus epidermidis;1.8;Staphylococcus epidermidis;1.8;
3e2b2578-9e9f-4d95-93a2-cb13377022e9;( ++ );( A );Lactobacillus iners;2.08;not reliable identification;1.47;
44e9da67-ccfd-4bf9-869e-f174d2f90352;( ++ );( A );Actinotignum sanguinis;2.01;Actinotignum schaalii;1.87;
48c28fd6-a6fe-45bd-ac03-aed7ccd6af46;( + );( B );Lactobacillus crispatus;1.85;not reliable identification;1.42;
4c4b30f0-d98b-46cf-9d60-39bedfce30a8;( ++ );( A );Staphylococcus lugdunensis;2.2;Staphylococcus lugdunensis;2.17;
57ca5516-e28a-4f53-ad1b-003a7848597d;( + );( B );Aerococcus urinae;1.93;Aerococcus urinae;1.89;
64d50c6b-975a-43fe-ba8a-7a3cc73904d1;( ++ );( A );Staphylococcus saprophyticus;2.05;Staphylococcus saprophyticus;2.02;
8141ac95-c04a-4459-af4a-8a9a42e4635d;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.34;
828b6051-7ac4-4c87-ac00-19c4f4945535;( ++ );( A );Streptococcus agalactiae;2.16;Streptococcus agalactiae;2.14;
8bfc1aeb-7f18-4668-80e6-cda4a03e650f;( +++ );( B );Klebsiella pneumoniae;2.56;Klebsiella pneumoniae;2.55;
98492842-a4c2-4a53-b263-519255aee303;( +++ );( B );Klebsiella pneumoniae;2.3;Klebsiella pneumoniae;2.28;
997bd78c-a78f-461b-8a28-ebe205e4551d;( +++ );( B );MIX!Corynebacterium aurimucosum;2.4;Corynebacterium aurimucosum;2.38;
a1a18980-ea16-4a6d-8f13-ad15a93303e7;( - );( C );not reliable identification;1.53;not reliable identification;1.5;
abf36992-2233-4e2e-83c0-44647c6e2425;( ++ );( A );Lactobacillus jensenii;2.21;Lactobacillus jensenii;1.95;
14a317f5-5824-4287-8387-c17e2e7b4b76;( - );( C );not reliable identification;1.33;not reliable identification;1.3;
faa2bc80-dadd-462d-9363-a60214f77ee0;( +++ );( B );Lactobacillus gasseri;2.38;Lactobacillus gasseri;2.38;
6a223a0d-8efe-4877-8370-5adbd582d252;( ++ );( B );Serratia marcescens;2.18;Serratia ureilytica;2.15;
c66c53a5-0d3e-4dc3-907a-b5edcc8eaa42;( ++ );( A );Lactobacillus crispatus;2.04;Lactobacillus crispatus;1.81;
73179b10-882f-4a81-bf73-6649b9ea15e1;( +++ );( C );MIX!Streptococcus pyogenes;2.42;Staphylococcus epidermidis;2.07;
7be0c834-8f18-47ac-b6c9-6311a34b5729;( ++ );( A );Escherichia coli;2.29;Escherichia coli;2.26;
8ed97600-98d9-48ab-8e18-c2591d4761aa;( - );( C );not reliable identification;1.47;not reliable identification;1.38;
baa75690-aa51-4a6c-b6c3-7ecc0eb69455;( +++ );( A );Staphylococcus aureus;2.37;Staphylococcus aureus;2.33;
c2f33cd6-1bc3-4e92-94a7-ed13131accba;( ++ );( B );Serratia ureilytica;2.17;Serratia marcescens;2.15;
cc77b50b-ebd7-46ce-8d46-c9344096e1ac;( ++ );( A );Candida krusei;2.09;Candida krusei;2.04;
fc482f72-7a98-458d-8057-283642a33339;( +++ );( A );Haemophilus influenzae;2.34;Haemophilus influenzae;2.33;
3eb09f3a-1377-415c-9372-fe44b0424ef4;( ++ );( A );Staphylococcus saccharolyticus;2.29;Staphylococcus saccharolyticus;2.27;
6d678e8f-cb78-4cf3-8553-120cda602727;( + );( B );Staphylococcus epidermidis;1.87;Staphylococcus epidermidis;1.77;
98c05f78-cb12-407e-9184-d936fdd7dd79;( ++ );( A );Staphylococcus epidermidis;2.08;Staphylococcus epidermidis;2.05;
ac64ffb0-2290-4150-a4c9-0dc080897784;( ++ );( A );Staphylococcus epidermidis;2.02;Staphylococcus epidermidis;1.97;
ccde2e45-56a7-4426-8080-dd8fab226650;( ++ );( A );Staphylococcus saccharolyticus;2.29;Staphylococcus saccharolyticus;2.19;
faa6d89e-5726-43ac-bd78-8b6d811510f9;( ++ );( A );Propionibacterium acnes;2.2;Propionibacterium acnes;2.11;
0241b4ca-ee35-404e-81e4-e642c04ebafd;( - );( C );not reliable identification;1.49;not reliable identification;1.48;
0b2d1e3d-6c40-4961-a64e-e25cb7755995;( +++ );( A );Prevotella denticola;2.36;Prevotella denticola;2.28;
11281661-115a-4c17-b74f-d93b8d448812;( + );( B );Propionibacterium granulosum;1.89;Propionibacterium granulosum;1.89;
1cdd5026-3f82-4fc2-b08d-0211558cdd55;( ++ );( A );Propionibacterium acnes;2.25;Propionibacterium acnes;2.2;
3b3e7967-386c-46b6-aecc-5d2930246728;( + );( B );Peptoniphilus harei;1.95;Peptoniphilus harei;1.75;
48d764fa-4798-4015-937b-e8f2653bdd42;( ++ );( A );Finegoldia magna;2.2;Finegoldia magna;2.11;
55e6f4a3-98b9-407c-b32d-84ff80653404;( - );( C );not reliable identification;1.46;not reliable identification;1.37;
6289549f-c1d1-4e24-9224-0f64c1fe4c6d;( ++ );( B );Lactobacillus gasseri;2.28;Lactobacillus gasseri;2.19;
65ef16a1-7008-48d4-aed9-11bc8a7d3342;( - );( C );not reliable identification;1.31;not reliable identification;1.25;
6fd20f3f-ab89-4a23-b37e-80f652eef11f;( ++ );( A );Actinomyces odontolyticus;2.27;Actinomyces odontolyticus;2.12;
702b09b2-a26d-4054-9daa-aefde5ea6a10;( +++ );( A );MIX!Prevotella melaninogenica;2.47;Prevotella melaninogenica;2.33;
9fcfd657-88da-405a-bc75-8f191c17abf7;( +++ );( A );Prevotella denticola;2.47;Prevotella denticola;2.47;
a0810a57-867b-434b-baff-d923d09ceba7;( ++ );( A );Staphylococcus aureus;2.18;Staphylococcus aureus;2.17;
c94387e7-7539-4a48-932f-2b176c732a4a;( + );( B );Propionibacterium avidum;1.95;Propionibacterium sp[2];1.92;
e0c7cbf6-c333-463a-9aa6-b224104fffcb;( ++ );( A );Bacteroides thetaiotaomicron;2.22;Bacteroides thetaiotaomicron;2.12;
e9a5c8e6-56d3-4754-bd85-aad4b5d39912;( ++ );( A );Corynebacterium striatum;2.26;Corynebacterium striatum;2.01;
6db2351e-0b74-4f01-a063-00bfa51246ab;( ++ );( A );Candida albicans;2.12;Candida albicans;2.12;
8765717a-332c-4cb5-a1b7-17323beecbc0;( ++ );( A );Streptococcus gordonii;2.11;Streptococcus gordonii;1.91;
952572c1-4f37-4da1-80c9-c0d65d192e9e;( +++ );( A );Staphylococcus hominis;2.3;Staphylococcus hominis;2.14;
98ff54ba-2aae-4a3a-b284-c00c110fdc88;( +++ );( A );Enterococcus faecium;2.42;Enterococcus faecium;2.41;
b7d0265b-e20f-4169-9de9-1d1440d3aedb;( ++ );( A );Enterococcus gallinarum;2.29;Enterococcus gallinarum;2.21;
ea1610f0-c749-485c-bdd2-4ee97ee84faf;( ++ );( A );Enterococcus gallinarum;2.29;Enterococcus gallinarum;2.18;
ed275ffe-11bf-4f49-b5dd-bd36f0e9a786;( ++ );( A );Candida albicans;2.16;Candida albicans;2.14;
183e9d57-c7b3-4cf4-be01-febe86d75473;( ++ );( B );Enterobacter cloacae;2.25;Enterobacter kobei;2.2;
ced6f07d-5fc4-4bd0-8d0b-b5ae7e29a932;( ++ );( B );Enterobacter cloacae;2.24;Enterobacter cloacae;2.21;
dbfeff98-0365-404e-b431-6e9345de12e1;( ++ );( B );Enterobacter cloacae;2.26;Enterobacter cloacae;2.21;
3aa8350f-64ba-4490-b1ab-88716a44d0ba;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.07;
66802dc5-0baa-4fb4-862e-43025999483f;( ++ );( A );Staphylococcus epidermidis;2.15;Staphylococcus epidermidis;2;
9bfa48bc-a0d6-427b-aeb7-9c31780fdef4;( + );( B );Staphylococcus capitis;1.99;Staphylococcus capitis;1.92;
be5729d6-51b1-4d25-972e-0ec93fc5421e;( ++ );( A );Staphylococcus epidermidis;2.03;Staphylococcus epidermidis;1.99;
0164bbba-d136-4028-b2ed-1c668793c3ab;( ++ );( A );Gardnerella vaginalis;2.14;Gardnerella vaginalis;2.07;
1dfcfbd5-46ab-46cb-a790-477331ca0976;( +++ );( A );Streptococcus agalactiae;2.35;Streptococcus agalactiae;2.32;
3ce3ec6a-012d-439e-8728-8ffec58de717;( +++ );( A );Citrobacter koseri;2.5;Citrobacter koseri;2.44;
3fa630dd-8975-4ed4-8bf6-a69f2beee292;( ++ );( A );Lactobacillus iners;2.26;not reliable identification;1.49;
4ad1c313-c4b3-4c54-aa65-3267ddc2ae4c;( +++ );( A );Citrobacter koseri;2.54;Citrobacter koseri;2.51;
70ca7a2c-9959-43cd-ad43-300b3398dbed;( ++ );( A );Lactobacillus iners;2.04;not reliable identification;1.44;
a5018410-5eec-4608-ae46-6f5a8c52f0c2;( + );( B );Weissella confusa;1.82;Weissella confusa;1.72;
a9caf858-0167-47ce-ba0f-8fc9d093449d;( +++ );( A );Gardnerella vaginalis;2.46;Gardnerella vaginalis;2.4;
bffd3c06-3909-43da-a0a6-de80719c2101;( ++ );( B );Gardnerella vaginalis;2.21;Gardnerella sp;2.19;
d4130c0a-b19e-4dc4-907b-3fcb5c4a1bbc;( +++ );( A );Staphylococcus aureus;2.45;Staphylococcus aureus;2.37;
df96bc3c-7cc9-4f25-8779-1ed06d9d0945;( ++ );( A );Lactobacillus gasseri;2.22;Lactobacillus gasseri;2.21;
f51b7ef2-1430-43f3-b2e0-93729ca3e943;( ++ );( B );Streptococcus oralis;2.12;Streptococcus oralis;2.09;
fda6501b-dd85-4a3a-9eb5-70443ad0c4c2;( ++ );( A );Gardnerella vaginalis;2.22;Gardnerella vaginalis;2.16;
6faac1ac-023e-4a98-b0b3-59deb46db08e;( + );( B );Candida parapsilosis;1.99;Candida parapsilosis;1.89;
c6fbd568-2eaf-4e2d-8e73-24a8baa1f55e;( ++ );( A );Lactobacillus crispatus;2.05;Lactobacillus crispatus;1.76;
28afe3e6-c3e6-4756-8055-678f6447615f;( - );( C );not reliable identification;1.5;not reliable identification;1.17;
2b4d3e87-eed1-429b-b021-795c7a5633be;( ++ );( A );Gardnerella vaginalis;2;Gardnerella vaginalis;1.82;
34cbb701-02e6-463b-8ac3-7fdbca772331;( + );( B );Gardnerella vaginalis;1.94;Gardnerella vaginalis;1.89;
3fea3c15-33ed-46cf-bc40-7b4aeae99863;( ++ );( A );Staphylococcus lugdunensis;2.21;Staphylococcus lugdunensis;2.17;
462c9efd-d19e-40db-8198-72e9299701d8;( +++ );( A );Enterococcus faecalis;2.43;Enterococcus faecalis;2.4;
5432d0d4-5469-4fb8-b07c-02e0f1f4518b;( + );( B );Streptococcus oralis;1.95;Streptococcus oralis;1.92;
565b89d4-65a3-450c-98bd-bac7995fd791;( +++ );( A );Micrococcus luteus;2.58;Micrococcus luteus;2.36;
62edff79-30ba-46d1-87b1-545cec121893;( + );( B );Moraxella_sg_Moraxella osloensis;1.87;Moraxella_sg_Moraxella osloensis;1.85;
66351d33-a34c-4b10-8514-b37afd2081d7;( + );( B );Staphylococcus epidermidis;1.95;Staphylococcus epidermidis;1.9;
709bbc64-ee33-4948-82a1-3709bf5ce598;( ++ );( A );Staphylococcus epidermidis;2.13;Staphylococcus epidermidis;2.1;
7f0ff0c2-4bf3-4943-8a4a-daa020724780;( +++ );( B );Proteus vulgaris;2.44;Proteus hauseri;2.29;
933efe2b-87d3-48ff-a8e1-ea7df460441c;( ++ );( A );Staphylococcus epidermidis;2;Staphylococcus epidermidis;1.99;
9602b79b-5150-4914-b3da-022898ac2e70;( +++ );( A );Micrococcus luteus;2.43;Micrococcus luteus;2.31;
9cd9fdef-d1a8-4e38-ae7c-94f85335bd0e;( + );( B );Corynebacterium accolens;1.9;Corynebacterium accolens;1.81;
9f5253de-2d88-49c3-be6e-242a3fc70f21;( ++ );( A );Streptococcus agalactiae;2.28;Streptococcus agalactiae;2.15;
a28e9f1d-c36e-440f-9383-2c1a5f5e5048;( ++ );( A );Corynebacterium amycolatum;2.22;Corynebacterium amycolatum;2.21;
af3bd799-4f94-4690-b057-373e3d417c9d;( +++ );( A );Actinomyces funkei;2.39;Actinomyces funkei;2.38;
e4e8f24f-12f7-4efd-8ae8-cb51d7e8da68;( - );( C );not reliable identification;1.51;not reliable identification;1.49;
a62501cd-da9a-4c9e-9944-3c4f1f74bab4;( + );( B );Acinetobacter lwoffii;1.89;Acinetobacter lwoffii;1.87;
c93f68c8-9089-4be2-abf7-37ad7ad07077;( ++ );( A );Staphylococcus pasteuri;2.04;Staphylococcus pasteuri;1.9;
48e84358-49d5-4948-98d7-b63f1362a5b4;( - );( C );not reliable identification;1.69;not reliable identification;1.6;
0d697908-be74-404f-b72a-f4e951a791b6;( +++ );( A );Bacteroides fragilis;2.46;Bacteroides fragilis;2.41;
11cbaebd-e831-4d4c-9a95-96404cb77de9;( +++ );( A );Finegoldia magna;2.33;Finegoldia magna;2.1;
1214a02b-5b19-4406-8e92-7b933cef0905;( + );( B );Lactobacillus fermentum;1.93;Lactobacillus fermentum;1.81;
129a21c2-98ae-44d6-91d3-1cb1f891623d;( ++ );( A );Prevotella timonensis;2.17;Prevotella timonensis;2.11;
2e368cf9-563e-4fe5-ad5e-5154154ac64e;( + );( B );Streptococcus pyogenes;1.97;Streptococcus pyogenes;1.74;
58eb03bf-0912-46ca-8575-cc1d0b4e0fc3;( - );( C );not reliable identification;1.37;not reliable identification;1.31;
5c3f7501-ffb8-4c88-9354-153358c2bb39;( ++ );( A );Parvimonas micra;2.16;Parvimonas micra;2.12;
65b75db7-8c33-4fe0-b430-62857813337b;( ++ );( A );Prevotella bivia;2.09;Prevotella bivia;2.07;
7d46bfb3-e3b5-4362-8652-6380514333d4;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.1;
7f4cfcb6-4476-450a-ada0-8380e9189860;( +++ );( A );Morganella morganii;2.42;Morganella morganii;2.29;
8a2a3502-4b11-4940-b2d4-101a8b0086ec;( ++ );( A );Staphylococcus epidermidis;2.08;Staphylococcus epidermidis;2;
91074baf-11bf-4fe5-a8a6-2af7ba664bfa;( + );( B );Atopobium vaginae;1.94;Atopobium vaginae;1.89;
925b295c-9219-4f4f-8161-c3bb661fdef8;( + );( B );Fusobacterium nucleatum;1.76;not reliable identification;1.47;
a7f02a9c-9aec-4a3f-b1cc-abb9802d83a6;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.02;
aeb45fed-1a36-4955-9aa2-f4c0c10b2b00;( - );( C );no peaks found;< 0;no peaks found;< 0;
b32e15b8-ac83-4acf-a8a9-f844cfeba2e5;( ++ );( A );Streptococcus anginosus;2.18;Streptococcus anginosus;2.17;
b3441a71-9f5f-42ef-9116-053e9e8e3595;( ++ );( A );Bacteroides cellulosilyticus;2.21;Bacteroides cellulosilyticus;2.2;
b37ffbaa-a551-4b6c-8027-39caf24ae305;( +++ );( A );Enterococcus faecalis;2.4;Enterococcus faecalis;2.31;
b3d28091-dc42-4af3-bc0b-c99273e75978;( +++ );( A );Veillonella parvula;2.35;Veillonella parvula;2.3;
ba5536e5-6b2d-4836-9dbd-b644ed954d60;( ++ );( A );Fusobacterium nucleatum;2.09;Fusobacterium naviforme;1.97;
cb4c09fb-37f0-41f2-b031-12b80331fcfb;( ++ );( A );Corynebacterium tuberculostearicum;2.16;Corynebacterium tuberculostearicum;2.03;
d18e50d6-709f-4d73-9d15-a80a07019b16;( - );( C );not reliable identification;1.47;not reliable identification;1.41;
d339d746-6c6b-4d14-ba5c-3d946fd6c53c;( ++ );( A );Peptoniphilus lacrimalis;2.06;Peptoniphilus lacrimalis;2.02;
d916cf75-5d4f-4352-8275-3c7c018b70eb;( - );( C );not reliable identification;1.42;not reliable identification;1.34;
dfadc56a-265a-46cd-99c3-3f5f0b8f5d85;( + );( B );Corynebacterium tuberculostearicum;1.92;Corynebacterium tuberculostearicum;1.88;
e6eae662-cd4b-4097-8e87-0e74bf7c51ce;( ++ );( A );Propionibacterium acnes;2.25;Propionibacterium acnes;2.17;
184b778b-15b4-40e4-a83b-6e0d009c926c;( + );( B );Pseudomonas composti;1.98;Pseudomonas composti;1.92;
3c0f0f51-ab3b-4782-b607-30953b8570cc;( +++ );( C );MIX!Cupriavidus pauculus;2.61;Cupriavidus pauculus;2.19;
e55783fd-e85d-445b-98e8-0bdf11bb104f;( + );( B );Pseudomonas mendocina;1.98;Pseudomonas pseudoalcaligenes;1.86;
e3f44ffc-9af0-4b12-8377-c6b0fba56932;( ++ );( A );Staphylococcus epidermidis;2.13;Staphylococcus epidermidis;2.07;
eb40d38f-1cb9-4d33-a744-ee18b31b7088;( ++ );( A );Staphylococcus epidermidis;2.03;Staphylococcus epidermidis;1.9;
f2baddfc-de0d-470b-9350-5241322e7fb3;( ++ );( A );Candida albicans;2.08;Candida albicans;2.04;
4b998501-be17-4f10-926f-e56a6971fb03;( - );( C );not reliable identification;1.69;not reliable identification;1.67;
913b875c-9cd0-4a25-af86-201a751d0f2f;( ++ );( A );Staphylococcus epidermidis;2.28;Staphylococcus epidermidis;2.16;
fbf2eb18-8028-47b0-a724-52cb09949354;( - );( C );not reliable identification;1.65;not reliable identification;1.62;
01c02f9c-8de3-4c2a-8301-e5325ae107f7;( +++ );( C );Proteus mirabilis;2.32;Proteus mirabilis;2.11;
150a427f-ef4f-4c62-834b-5fc4ab45e5b2;( +++ );( B );Klebsiella pneumoniae;2.36;Klebsiella pneumoniae;2.34;
1b66c2bc-b18f-488b-a998-6e830b33d2f6;( - );( C );not reliable identification;1.49;not reliable identification;1.34;
3bf656e1-6c83-4ea5-896a-80afd59f87e7;( +++ );( C );Klebsiella oxytoca;2.38;Klebsiella oxytoca;2.33;
4a368cb0-1dd4-495a-b52e-be18cb7148d3;( +++ );( A );Proteus mirabilis;2.38;Proteus mirabilis;2.38;
4acf23d5-6620-4f3f-a8cf-992d6273ffd3;( +++ );( C );Proteus mirabilis;2.39;Proteus mirabilis;2.25;
4b6a734e-43f5-430b-8840-c6d12fb2ad56;( ++ );( A );Lactobacillus plantarum;2.26;Lactobacillus plantarum;2.18;
6c8b1ea2-e6c7-4e15-bcaf-d9c0e820760a;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.2;
7ffc9f1e-e001-42a6-9616-9061dc79dedd;( +++ );( A );Klebsiella pneumoniae;2.34;Klebsiella pneumoniae;2.28;
