12f852d2-17b9-4133-bbd3-47be6e6adf9c;( - );( C );no peaks found;<0;no peaks found;<0;
28d1128e-4ebc-439c-b178-55ad946539a3;( +++ );( A );Escherichia coli;2.3;Escherichia coli;2.16;
2af7b89f-a678-4384-994a-9fe2c6de115a;( +++ );( C );Citrobacter freundii;2.31;Citrobacter freundii;2.14;
3079cd2e-0982-48f8-867e-e62e6fdd085b;( +++ );( A );Pseudomonas aeruginosa;2.37;Pseudomonas aeruginosa;2.33;
411902a6-b919-4ae4-b96c-6dae31b13d8d;( +++ );( A );Enterococcus faecium;2.53;Enterococcus faecium;2.52;
43a8a3c6-bcb5-4860-94ff-d2d45be94725;( +++ );( A );Staphylococcus aureus;2.53;Staphylococcus aureus;2.48;
467f38e1-2008-41cd-8c6a-90ad0050abfd;( +++ );( A );Staphylococcus aureus;2.43;Staphylococcus aureus;2.43;
46a698cd-0348-4391-ba68-031415fea00d;( +++ );( B );Citrobacter freundii;2.47;Citrobacter freundii;2.3;
49b559bd-bce3-4d30-889f-397a3240f2df;( - );( C );no peaks found;<0;no peaks found;<0;
4ca21c31-3102-4077-87c4-9be0b43100b6;( +++ );( A );Staphylococcus aureus;2.55;Staphylococcus aureus;2.53;
4caee706-7fa7-441d-9b15-ff60849c214a;( +++ );( B );Proteus vulgaris;2.45;Proteus vulgaris;2.44;
4f3cb337-462d-4199-bf0c-4d0a70384121;( ++ );( C );Klebsiella pneumoniae;2.2;Klebsiella pneumoniae;2.18;
543632b1-6117-4ad2-b306-b830ae8b6093;( +++ );( A );Staphylococcus epidermidis;2.33;Staphylococcus epidermidis;2.24;
5806593d-2c7c-4e7e-ae42-f4c050277a7b;( +++ );( B );Streptococcus pyogenes;2.44;Streptococcus pyogenes;2.43;
5ff1ed52-403a-42fc-bf1f-6e3c70540af7;( +++ );( B );Proteus vulgaris;2.55;Proteus vulgaris;2.5;
62ffb9f7-36c4-45d0-9377-790da7068c76;( ++ );( A );Streptococcus anginosus;2.25;Streptococcus anginosus;2.23;
63eceb67-230f-4e0f-bffb-026b7f0a9d62;( ++ );( A );Escherichia coli;2.28;Escherichia coli;2.21;
69034f63-0b3c-4b98-a19c-3296b888e9c7;( +++ );( A );Enterococcus faecium;2.47;Enterococcus faecium;2.39;
6bf87256-dc27-415c-b9aa-bbc195c534ef;( + );( B );Pseudomonas aeruginosa;1.78;Pseudomonas aeruginosa;1.71;
6df928b6-15e5-4004-a43c-db217f47df1f;( ++ );( A );Candida albicans;2.09;Candida albicans;2.07;
76bb2a40-702a-47ac-bee6-074014cbc05a;( ++ );( A );Candida albicans;2.12;Candida albicans;2.12;
7983b145-79c3-4360-b5b0-22af19ebc63c;( ++ );( A );Pseudomonas aeruginosa;2.27;Pseudomonas aeruginosa;2.25;
8d2f5ea1-625c-48be-945f-719475d7f50f;( +++ );( A );Candida parapsilosis;2.31;Candida parapsilosis;2.2;
8ee7e169-3279-4e5c-a183-69d5c459091b;( ++ );( A );Escherichia coli;2.26;Escherichia coli;2.23;
8f1700c3-5ca3-4a75-9502-3131f594aeac;( +++ );( A );Enterococcus faecium;2.37;Enterococcus faecium;2.3;
948b5bee-e7e7-40b8-9bd3-41e6e67c3fd6;( +++ );( B );Klebsiella pneumoniae;2.44;Klebsiella pneumoniae;2.42;
9d11dab2-8a01-41df-8cb9-0975ad2234ce;( + );( C );Klebsiella pneumoniae;1.95;Klebsiella pneumoniae;1.94;
9de80c60-fd6c-421d-80fd-89656d19b168;( +++ );( A );Enterococcus faecalis;2.39;Enterococcus faecalis;2.38;
abb56f00-f0d0-49fd-bb24-35463feeb4f2;( +++ );( A );Citrobacter freundii;2.31;Citrobacter freundii;2.23;
acb243da-867c-42d2-89a3-55a653b10ed5;( +++ );( A );Enterococcus faecalis;2.4;Enterococcus faecalis;2.38;
b0e21900-9c6b-4c7d-9c1b-275f7108095d;( +++ );( A );Staphylococcus aureus;2.38;Staphylococcus aureus;2.32;
b740fb4a-38fd-407b-9d74-d5a03cfc658b;( +++ );( A );Staphylococcus aureus;2.52;Staphylococcus aureus;2.48;
b87d272e-f54c-42b3-851f-7ab0f175df4b;( +++ );( A );Haemophilus influenzae;2.44;Haemophilus influenzae;2.4;
bece7c28-817e-4d97-a98b-36fe95f988b8;( +++ );( A );Pseudomonas aeruginosa;2.43;Pseudomonas aeruginosa;2.41;
c7e24eca-fd47-47c2-9133-6e707512b543;( ++ );( A );Candida glabrata;2.16;Candida glabrata;2.06;
c9e5492a-9cee-45b4-a9b2-718131cf59f5;( +++ );( A );MIX!Streptococcus pyogenes;2.51;Streptococcus pyogenes;2.46;
d3f22e44-ed6a-4bf2-8728-e738d07293ef;( +++ );( A );Candida glabrata;2.38;Candida glabrata;2.1;
d58ca9b8-669f-4389-81a9-5c8b4b686bd2;( +++ );( A );Enterococcus faecalis;2.55;Enterococcus faecalis;2.54;
d68f6f7b-9a00-4aaf-8779-4bce703feaa6;( +++ );( A );Staphylococcus aureus;2.5;Staphylococcus aureus;2.48;
dd233369-132d-4814-abed-7d4d65b178b3;( +++ );( B );Proteus vulgaris;2.4;Proteus vulgaris;2.22;
dfd5f959-9b64-4dc7-b653-fc593c73b989;( +++ );( A );Enterococcus faecalis;2.39;Enterococcus faecalis;2.38;
e3010c69-afad-4850-ab40-c83e1f75f9ef;( ++ );( A );Candida krusei;2.19;Candida krusei;2.15;
e4feca56-eeb2-4a45-9a1b-870dd36afac5;( ++ );( A );Staphylococcus epidermidis;2.23;Staphylococcus epidermidis;2.15;
ed26b4d3-b2c5-4b66-b222-369506b06112;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.24;
ef34c095-5ebf-4327-a55f-d0218d4ee886;( ++ );( A );Candida albicans;2.13;Candida albicans;2.11;
ef3b3135-689b-4a1d-8b90-508cf7be3abf;( +++ );( A );Candida glabrata;2.31;Candida glabrata;2.19;
45c43827-4f66-4316-a4a3-e7d1b51cbc5e;( - );( C );not reliable identification;1.3;not reliable identification;1.29;
4f4196bb-56b7-43a3-8194-c68c4fff4600;( - );( C );not reliable identification;1.19;not reliable identification;1.12;
5fee3a99-9497-4df1-855f-713d15e5332d;( - );( C );not reliable identification;1.32;not reliable identification;1.25;
b2ea625e-1407-41f2-8f11-689ef816853c;( - );( C );not reliable identification;1.29;not reliable identification;1.29;
b69c8314-04ce-49e7-bde0-9f4565e5a359;( - );( C );not reliable identification;1.69;not reliable identification;1.68;
d30fa318-8081-42ee-aa80-739759e15972;( - );( C );not reliable identification;1.69;not reliable identification;1.6;
d434f45b-1497-4f62-8051-16eb8de5842e;( - );( C );not reliable identification;1.39;not reliable identification;1.39;
fd9694a3-9ce9-416b-8027-18050a4aac61;( - );( C );not reliable identification;1.54;not reliable identification;1.49;
08f79129-766c-44bb-a78e-d61813cff74f;( + );( B );Staphylococcus epidermidis;1.98;Staphylococcus epidermidis;1.89;
09b2ac3a-cbc0-43cc-b501-849131947c01;( + );( B );Staphylococcus epidermidis;1.99;Staphylococcus epidermidis;1.9;
e72b8acb-21d1-4e36-9126-711bd315d791;( + );( B );Candida tropicalis;1.92;Candida tropicalis;1.88;
4417c8ce-139e-4869-bac0-6e19539777ea;( - );( C );no peaks found;<0;no peaks found;<0;
6521162c-7875-46ae-ab07-56392413fdaf;( - );( C );no peaks found;<0;no peaks found;<0;
bc777958-01f5-4ffe-9d5a-297500347070;( +++ );( A );MIX!Staphylococcus haemolyticus;2.37;Staphylococcus haemolyticus;2;
e70d2596-52c8-422d-bb49-990d65129c4c;( +++ );( B );MIX!Klebsiella pneumoniae;2.57;Klebsiella pneumoniae;2.42;
fdfce784-babb-491d-90f4-12dab192b6c5;( ++ );( A );Streptococcus anginosus;2.14;Streptococcus anginosus;2.08;
100028df-476d-4355-892f-d1bae7d8fdec;( ++ );( A );Staphylococcus epidermidis;2.23;Staphylococcus epidermidis;2.13;
119dd8d9-7348-4bbd-a8aa-a41f9734c4b6;( +++ );( A );Rothia mucilaginosa;2.53;Rothia mucilaginosa;2.45;
15857e2f-5a0c-4e21-95ee-3f2744eec4df;( +++ );( B );Citrobacter braakii;2.31;Citrobacter freundii;2.28;
17c1cd96-8bca-4aef-a8e9-2dc00a838ffc;( +++ );( A );Staphylococcus epidermidis;2.31;Staphylococcus epidermidis;2.19;
203429bf-2246-471d-8cf8-23977080fb7f;( - );( C );no peaks found;<0;no peaks found;<0;
3209e1fe-180e-4b7d-afd2-2b1a9c8a7067;( +++ );( A );MIX!Haemophilus influenzae;2.64;Haemophilus influenzae;2.6;
41a9d36d-481c-4780-aa64-851d182128e7;( +++ );( A );Streptococcus agalactiae;2.33;Streptococcus agalactiae;2.32;
42da30ec-6b28-4a68-a6e1-96ad2f72b101;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;2.08;
443c78d4-b94f-4396-a541-1b83540350bb;( ++ );( C );Klebsiella oxytoca;2.29;Klebsiella oxytoca;2.21;
4c1c776a-3efe-414c-92a2-55e3aa11f735;( ++ );( A );Candida glabrata;2.28;Candida glabrata;2.17;
75e9c995-dbd6-4baa-a31a-b4f09dd45b12;( ++ );( A );MIX!Neisseria mucosa;2.29;Neisseria mucosa;2.26;
8297c939-7390-423f-a322-d6495ca4b2c3;( +++ );( B );MIX!Klebsiella pneumoniae;2.59;Klebsiella pneumoniae;2.47;
8c3915cb-72e1-444f-a262-f4bb7057a9c4;( +++ );( C );Klebsiella oxytoca;2.44;Klebsiella oxytoca;2.31;
8d411173-fa03-4f76-bfae-6e5411e8d670;( +++ );( B );Achromobacter xylosoxidans;2.32;Achromobacter xylosoxidans;2.32;
935ed40b-3a2c-49fa-93e6-5da48b62c094;( +++ );( A );Rothia mucilaginosa;2.56;Rothia mucilaginosa;2.5;
96cee97c-02ed-45da-b2c8-4514f3c8e74b;( + );( B );Bergeyella zoohelcum;1.97;not reliable identification;1.43;
9f69ca90-6a65-4590-8c9a-ffa9a0175ee9;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.42;
b57195a4-89d1-4636-8a5d-be060158efa2;( + );( B );Neisseria subflava;1.85;Neisseria flavescens;1.83;
c582eae5-85b3-4b8e-9819-f2a2679db743;( ++ );( A );Staphylococcus aureus;2.29;Staphylococcus aureus;2.2;
caddda81-393f-4000-9026-b79e3235605d;( + );( B );Candida dubliniensis;1.9;Candida dubliniensis;1.76;
cf923406-48f8-4211-940d-4ad47c646e39;( +++ );( A );Candida glabrata;2.37;Candida glabrata;2.13;
d1aa590f-539d-4b82-8c7b-0b9b43f096e6;( +++ );( A );MIX!Neisseria cinerea;2.61;Neisseria cinerea;2.61;
d89939b6-de85-43ad-a2cc-f2c61fec106c;( +++ );( A );Lactobacillus paracasei;2.32;Lactobacillus paracasei;2.24;
dcc5b472-bf68-4f5d-821a-b51ce8d72514;( - );( C );no peaks found;<0;no peaks found;<0;
e733ebd7-5cbf-43cf-af3a-3134f4e7b565;( +++ );( A );Haemophilus parainfluenzae;2.37;Haemophilus parainfluenzae;2.26;
ea1dcdeb-a895-4e8b-a5a1-f7e95edd2936;( +++ );( A );Haemophilus influenzae;2.47;Haemophilus influenzae;2.46;
fb642a90-cfbf-46b1-81c8-2bd537c7f9ea;( ++ );( A );Staphylococcus aureus;2.26;Staphylococcus aureus;2.25;
ff4a4525-ba09-4433-9e3b-65ca681ac67c;( +++ );( A );Pseudomonas aeruginosa;2.41;Pseudomonas aeruginosa;2.4;
a104c770-8fc4-4f66-b7c8-f0546d245751;( - );( C );no peaks found;<0;no peaks found;<0;
af09b08e-6339-4f69-b409-188985e6b5c0;( - );( C );not reliable identification;1.26;not reliable identification;1.25;
23d8f93d-c717-4a37-ab35-36df0601d3e7;( +++ );( B );Streptococcus pyogenes;2.38;Streptococcus pyogenes;2.37;
33397661-8c2a-4efb-b16b-d58f32543ccd;( +++ );( B );Proteus vulgaris;2.63;Proteus vulgaris;2.46;
38f55fd4-48c4-401f-8b27-8e2ea7ef6443;( +++ );( A );Streptococcus anginosus;2.42;Streptococcus anginosus;2.33;
4221eed5-8ddd-422c-8dd7-e9c87d2d901a;( ++ );( A );Enterobacter cloacae;2.22;Enterobacter cloacae;2.19;
7e33e20e-cea5-42cc-9c10-07ce09491a19;( +++ );( A );Haemophilus influenzae;2.46;Haemophilus influenzae;2.4;
db525d70-1a7a-4045-9a50-4ed367576f31;( ++ );( A );Haemophilus influenzae;2.26;Haemophilus influenzae;2.14;
e19cbfe9-6eeb-4635-a986-57f6d90b9644;( ++ );( A );Enterobacter cloacae;2.14;Enterobacter cloacae;1.91;
ef248727-1ae6-42b4-8519-98d9697567e9;( +++ );( B );Streptococcus pyogenes;2.48;Streptococcus pyogenes;2.47;
fbac19ec-f2fa-498e-9ab4-7030df253e57;( ++ );( A );Haemophilus influenzae;2.25;Haemophilus influenzae;2.18;
828ad708-7940-4b4e-b2b6-18fa3ae4b604;( - );( C );not reliable identification;1.49;not reliable identification;1.33;
26bc5b3a-3973-4fe3-b615-930a3ce0168a;( ++ );( B );Streptococcus oralis;2.12;Streptococcus oralis;2.11;
3064cef6-4864-4033-a493-9f72f22a7e19;( +++ );( A );Staphylococcus hominis;2.36;Staphylococcus hominis;2.25;
4dec138c-4eb0-4895-a1a6-a3e9e9c785e2;( +++ );( B );Streptococcus oralis;2.33;Streptococcus oralis;2.24;
606fdc24-f2a2-47f6-9cb3-9101615a18bf;( +++ );( A );Staphylococcus hominis;2.35;Staphylococcus hominis;2.17;
6c88f766-a0f7-4b6c-8d4f-2b782ac3fd01;( ++ );( A );MIX!Staphylococcus epidermidis;2.22;Staphylococcus epidermidis;1.9;
b4d00811-9b52-4d27-93f0-3f7fde70333b;( ++ );( A );Staphylococcus epidermidis;2.02;Staphylococcus epidermidis;1.88;
b5210710-e40e-4ebb-a9b6-b40cf57dabd1;( +++ );( B );Klebsiella pneumoniae;2.39;Klebsiella pneumoniae;2.3;
da5339c2-6587-46e1-9760-e51dddc62a20;( ++ );( A );Staphylococcus pettenkoferi;2.21;Staphylococcus pettenkoferi;2.12;
e0d72d23-5ded-46b3-b3dc-f5334fc4f706;( +++ );( B );Klebsiella pneumoniae;2.38;Klebsiella pneumoniae;2.24;
8acf479d-f361-41a2-abf4-625d91108657;( + );( B );Streptococcus anginosus;1.8;Streptococcus constellatus;1.75;
1bb45ef2-cca9-4eff-9413-237ba728a288;( ++ );( A );Staphylococcus lugdunensis;2.11;Staphylococcus lugdunensis;2.07;
39aa687e-cde1-461d-9692-fc8470b190c5;( ++ );( A );Staphylococcus epidermidis;2.17;Staphylococcus epidermidis;2.08;
5b696667-07fd-4da1-a9f3-4be158761314;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;2.06;
79a440de-6d77-4d40-9eb4-fe9af2d11e65;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.11;
1815158b-bf59-4bb4-9534-a3b7a052d0c2;( +++ );( A );Enterococcus faecalis;2.36;Enterococcus faecalis;2.32;
388853b9-9f8c-4301-a1d3-915d8a732749;( ++ );( A );Staphylococcus epidermidis;2.21;Staphylococcus epidermidis;2.21;
50253919-6763-4ba3-b263-10fbc5f1e23a;( +++ );( A );Enterococcus faecalis;2.35;Enterococcus faecalis;2.31;
52d5b977-d936-47b5-9d94-eb8a1f24e6b5;( +++ );( A );Enterococcus faecalis;2.5;Enterococcus faecalis;2.39;
59573010-d477-407f-89ca-395f38d3b88d;( +++ );( A );Proteus mirabilis;2.48;Proteus mirabilis;2.45;
5b1deba9-44ea-4e7d-80aa-2d000a3148e1;( ++ );( A );Actinomyces europaeus;2.16;Actinomyces europaeus;2.05;
6e9e1c52-bc23-4db1-9690-37bac5ec8cc7;( +++ );( A );Enterococcus faecalis;2.38;Enterococcus faecalis;2.37;
796ec4c5-29af-4dd6-b711-b299db05b0ce;( +++ );( A );Enterococcus faecalis;2.42;Enterococcus faecalis;2.35;
8056f8a0-8b4d-487d-a124-f884817e0c10;( ++ );( A );Streptococcus constellatus;2.18;Streptococcus constellatus;2.05;
82ba0ac8-bfc2-4163-985b-72fea487c192;( +++ );( A );Escherichia coli;2.36;Escherichia coli;2.33;
8a170cc4-8529-4d1f-9c14-b1d2853ef9c1;( +++ );( A );Enterococcus faecalis;2.49;Enterococcus faecalis;2.45;
9094a810-abcf-42ef-b20e-1e7cb919e7fe;( +++ );( A );Enterococcus faecalis;2.43;Enterococcus faecalis;2.39;
9149f07c-611e-4047-a17d-8e08b54a8cd8;( - );( C );not reliable identification;1.58;not reliable identification;1.39;
9beba398-6367-45a6-85aa-4e0f10a4598a;( ++ );( A );Corynebacterium tuberculostearicum;2.03;Corynebacterium tuberculostearicum;1.91;
a9ed7925-0055-4459-ba15-5460f20e5239;( +++ );( A );Enterococcus faecalis;2.33;Enterococcus faecalis;2.32;
b67a8058-f505-4b58-8ebe-89498a98bc33;( ++ );( A );Enterococcus faecalis;2.28;Enterococcus faecalis;2.22;
bda43979-0480-4a42-aeb0-26a48e435932;( +++ );( A );Enterococcus faecalis;2.42;Enterococcus faecalis;2.38;
ccc10bf1-091b-4411-95f7-443a7b6ae39f;( +++ );( A );Escherichia coli;2.49;Escherichia coli;2.38;
cd146da3-94a8-4d4a-ab28-5fd68e6d8575;( ++ );( A );Staphylococcus epidermidis;2.13;Staphylococcus epidermidis;1.99;
e3f04c2b-e6ab-4f77-9794-089ca17b448e;( +++ );( A );Staphylococcus lugdunensis;2.37;Staphylococcus lugdunensis;2.32;
ea51824f-43ce-4d6e-8055-fa57b1887e72;( +++ );( A );Enterococcus faecalis;2.39;Enterococcus faecalis;2.36;
fbdaa804-5265-4a5d-a03a-ad6aed456d36;( +++ );( A );Enterococcus faecalis;2.38;Enterococcus faecalis;2.34;
0104e209-9e29-44a3-b66e-ca7077461133;( +++ );( A );MIX!Corynebacterium aurimucosum;2.42;Corynebacterium aurimucosum;2.38;
04c7aa5a-479e-4748-abce-df909a5908f4;( +++ );( C );MIX!Aerococcus urinae;2.49;Actinotignum schaalii;2.48;
05e53aff-edd2-4b11-91a3-7c2e3465822b;( ++ );( A );Candida glabrata;2.11;Candida glabrata;2.05;
17d7563b-be42-421a-8801-f970ced976cf;( ++ );( A );Lactobacillus crispatus;2.04;Lactobacillus crispatus;1.88;
1910d4bb-e4a7-4ebf-87ec-d39e9fc7d668;( ++ );( A );Pseudomonas aeruginosa;2.11;Pseudomonas aeruginosa;1.99;
1a457217-ac60-492a-ba06-784eb6bc58d1;( +++ );( A );Enterococcus faecium;2.37;Enterococcus faecium;2.25;
21ce6016-c48a-4e4e-91e8-8a0be5539584;( +++ );( A );Pseudomonas aeruginosa;2.37;Pseudomonas aeruginosa;2.33;
26d3e767-0409-4d6a-8056-4c231822c5a5;( ++ );( A );Aerococcus urinae;2.01;Aerococcus urinae;1.93;
26f2f408-b8f0-4d97-afc6-d8fc6ad802be;( +++ );( A );Proteus mirabilis;2.3;Proteus mirabilis;2.25;
29dce56e-cad2-4d79-b898-2b9a5ab353f4;( ++ );( A );Enterococcus faecalis;2.25;Enterococcus faecalis;2.22;
2c7fae9d-fa6f-4d9f-b4bf-f38989fa3a74;( - );( C );no peaks found;<0;no peaks found;<0;
2e0b1114-b563-4cca-afc4-537b611869d0;( + );( B );Actinotignum schaalii;1.97;Actinotignum sanguinis;1.92;
3db189c0-89b4-4448-8cd6-8c6b8121cc69;( - );( C );no peaks found;<0;no peaks found;<0;
414bf6ba-f403-46c2-8547-df0bfddea9da;( ++ );( A );Lactobacillus crispatus;2.09;Lactobacillus gasseri;1.83;
48d269ed-990b-48eb-9a2a-65cb02a820a8;( +++ );( A );Enterococcus faecium;2.52;Enterococcus faecium;2.41;
4a01002c-0e46-4b36-b871-3f7de5966a5e;( ++ );( A );Escherichia coli;2.25;Escherichia coli;2.24;
4d121f05-9738-40ac-8a22-f9d0e3aa7ee8;( +++ );( B );Lactobacillus gasseri;2.37;Lactobacillus gasseri;2.35;
4ee17065-7412-4fc4-9618-d5a304900977;( +++ );( B );Citrobacter freundii;2.41;Citrobacter freundii;2.28;
50ed84f0-955a-490b-83e2-5375a2fc786a;( +++ );( B );Klebsiella pneumoniae;2.34;Klebsiella pneumoniae;2.33;
5861d8f8-760b-4838-9a87-d0b096563a78;( ++ );( A );Corynebacterium jeikeium;2.16;Corynebacterium jeikeium;2.07;
5b6ca202-8ae7-428d-97c5-2166c05c9b89;( ++ );( A );Enterococcus faecalis;2.22;Enterococcus faecalis;2.22;
697ee19c-3d6f-45ca-bf1e-9a36824687d5;( +++ );( A );Gardnerella vaginalis;2.48;Gardnerella vaginalis;2.38;
787c52af-7d44-4be7-be9e-f9643c3f6980;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.35;
7af87a8e-b573-4ab1-8df2-904138a82446;( ++ );( A );Candida albicans;2.04;Candida albicans;1.98;
7d368c71-d482-401f-9c6c-4c28f3329ce4;( +++ );( A );Gardnerella vaginalis;2.52;Gardnerella vaginalis;2.4;
801dd622-3e89-4d7f-a791-eed6119c617d;( +++ );( A );Streptococcus anginosus;2.38;Streptococcus anginosus;2.37;
89943ff4-3aa1-41ec-b15d-7550b248b1ad;( +++ );( A );Enterococcus faecium;2.54;Enterococcus faecium;2.36;
8f855dcb-f648-428a-87d4-bf5bedbb2ec2;( - );( C );no peaks found;<0;no peaks found;<0;
9055ff6c-3cf0-48be-a234-93d0c69df4bc;( ++ );( A );Actinotignum schaalii;2;Actinotignum schaalii;1.93;
984d3110-eff8-42c0-b403-b70ca721c900;( +++ );( A );Klebsiella variicola;2.53;Klebsiella variicola;2.49;
9ee92e82-5869-4fce-b6e5-3b0e9e7587ed;( ++ );( A );Escherichia coli;2.25;Escherichia coli;2.2;
ab9653b2-4a10-400a-a985-07eb021749f3;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.32;
9b798ff5-69e5-43db-a1c7-56146a389cac;( +++ );( A );Enterococcus faecalis;2.44;Enterococcus faecalis;2.34;
add60428-ba99-4222-a5e6-57e2174f84ef;( +++ );( A );MIX!Streptococcus agalactiae;2.46;Streptococcus agalactiae;2.2;
b529fa7e-27d5-4c3e-a614-2e961c3a4172;( +++ );( A );Enterococcus faecium;2.47;Enterococcus faecium;2.38;
ba472351-c1e8-4d7e-9bf4-50eecd6331b0;( ++ );( A );Pseudomonas aeruginosa;2.18;Pseudomonas aeruginosa;2.15;
c3403c0a-3b2c-47c7-8b7c-f67ca80c18d1;( ++ );( A );Gardnerella vaginalis;2.25;Gardnerella vaginalis;2.15;
c6b1c21d-48d3-44b0-b221-27bc682ffd94;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.03;
c74cfbd1-1367-42b6-ad98-0dec4493f7b4;( ++ );( A );Lactobacillus jensenii;2.12;Lactobacillus jensenii;1.98;
c7dd7743-32c3-48e8-a2b9-a6260a1c38b1;( ++ );( B );Enterobacter ludwigii;2.22;Enterobacter cloacae;2.21;
d99e3dbb-148f-44e4-920d-27c6a63e06b5;( +++ );( A );Enterococcus faecalis;2.36;Enterococcus faecalis;2.35;
e65ca847-5b1e-4754-a293-b54c32a6c567;( ++ );( A );Pseudomonas aeruginosa;2.03;Pseudomonas aeruginosa;2.01;
e8c07dbe-49a3-4524-bd06-d2ad317d1b8d;( ++ );( A );Lactobacillus crispatus;2.09;Lactobacillus crispatus;1.88;
ea57c7b6-7a22-4ae6-a7fb-4a26df80f0ae;( +++ );( B );Lactobacillus gasseri;2.5;Lactobacillus gasseri;2.45;
eafecae0-a982-4f06-bbd6-6717818d0173;( +++ );( A );Lactobacillus brevis;2.35;Lactobacillus brevis;2.27;
ef445c13-528d-4364-8b5c-44a6569ac62d;( +++ );( A );Proteus mirabilis;2.47;Proteus mirabilis;2.44;
f75ec4db-e526-42d6-8e09-49abe6b7b88e;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.34;
f9ced206-44ba-48bf-8a3f-e30326bf9892;( +++ );( A );Enterococcus faecalis;2.35;Enterococcus faecalis;2.33;
fa599851-9efa-4bfb-9ed8-36c79e5b82ac;( +++ );( A );Streptococcus anginosus;2.35;Streptococcus anginosus;2.28;
fb9d6b1a-ef34-40ab-acc3-c401a336e0d0;( +++ );( A );Proteus mirabilis;2.41;Proteus mirabilis;2.35;
ffdee539-9cca-435c-a16c-e74b5baa04a6;( ++ );( A );Aerococcus urinae;2.19;Aerococcus urinae;2.18;
3f0d685b-31ad-46ac-876a-bad8eab2bdf0;( - );( C );not reliable identification;1.27;not reliable identification;1.22;
7a13e4f8-47c8-45ed-94ab-2d35efe88b41;( - );( C );not reliable identification;1.32;not reliable identification;1.24;
0280b9ca-1995-44b9-970c-b9348fa999b2;( +++ );( A );Escherichia coli;2.51;Escherichia coli;2.47;
1aec278a-c5d6-487b-b40f-27d89fdc3778;( +++ );( A );Enterococcus faecalis;2.43;Enterococcus faecalis;2.37;
31fcac11-8015-4220-98a3-007057fc7d84;( +++ );( A );Escherichia coli;2.53;Escherichia coli;2.43;
4447bc13-c6b1-4f1a-8885-2b5af6a2f229;( +++ );( A );Streptococcus pyogenes;2.43;Streptococcus pyogenes;2.34;
782e0226-de64-4daa-8112-d4af9f7d37b9;( ++ );( A );Staphylococcus epidermidis;2.28;Staphylococcus epidermidis;2.2;
a6cc096d-4695-48f2-8623-62fefd25858a;( +++ );( A );Enterococcus faecalis;2.32;Enterococcus faecalis;2.31;
b8a6ba37-8228-465f-a53b-9e4dd2db4beb;( +++ );( A );Moraxella_sg_Branhamella catarrhalis;2.42;Moraxella_sg_Branhamella catarrhalis;2.41;
e45c4c3e-9e05-488b-827f-eb531bd5fa77;( +++ );( A );Pseudomonas aeruginosa;2.37;Pseudomonas aeruginosa;2.34;
fe8491ab-5c09-4f92-99b0-e6ce40039202;( +++ );( A );Pseudomonas aeruginosa;2.4;Pseudomonas aeruginosa;2.34;
4729d305-8129-4363-9501-4af77704e1b9;( +++ );( A );Staphylococcus haemolyticus;2.41;Staphylococcus haemolyticus;2.32;
7c807523-51b0-4686-a464-879bfc4f0120;( +++ );( A );Enterococcus faecalis;2.44;Enterococcus faecalis;2.41;
8e714639-d765-4c67-9dc5-eedb87f4d28d;( ++ );( A );Staphylococcus epidermidis;2.16;Staphylococcus epidermidis;2.14;
b3f92720-ac88-4abc-973f-2853a42fafe3;( + );( B );Propionibacterium acnes;1.85;Propionibacterium acnes;1.8;
b5f4f0b1-3e4a-49cf-b4f4-623d2c88ae5d;( +++ );( A );Streptococcus pyogenes;2.47;Streptococcus pyogenes;2.42;
f6c6c1b5-0432-4446-bfe6-1db842c3d916;( ++ );( A );Staphylococcus haemolyticus;2.18;Staphylococcus haemolyticus;2.03;
0d7fe4e7-3cc5-4684-96d7-d46efa73bd75;( +++ );( A );Staphylococcus epidermidis;2.3;Staphylococcus epidermidis;2.09;
3b90d632-ab46-467a-93e7-9438a42bb58f;( +++ );( A );MIX!Haemophilus parainfluenzae;2.52;Haemophilus parainfluenzae;2.47;
3bf30fc8-2b86-41cc-bc10-8b81e851f616;( - );( C );not reliable identification;1.34;not reliable identification;1.26;
4a505fea-013e-4214-85fa-5937d1e13760;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.01;
4ad9caf6-40ad-44ea-8e96-9e951c9e4637;( - );( C );not reliable identification;1.4;not reliable identification;1.38;
50803744-e5d9-457e-839a-956b9522c5c7;( +++ );( A );Streptococcus pyogenes;2.44;Streptococcus pyogenes;2.33;
5100be73-0c79-4f26-9dab-e713f284cae2;( +++ );( A );Staphylococcus aureus;2.34;Staphylococcus aureus;2.26;
6a5c7236-7c6d-4223-b4b0-b6e9434e8dee;( ++ );( A );Staphylococcus epidermidis;2.27;Staphylococcus epidermidis;2.16;
